air_date,card
"Oct 20th, 2008","CHUCK LORRE PRODUCTIONS, #222     <br/><br/> The Racism of King Kong  <br/><br/> In all three film versions of the basic story, we are led to believe that Kong regularly feasts on native girls.  Female human sacrifice is how the locals appease him.  Then, in each re-telling, he is transformed from mindless, blood-thirsty carnivore to smitten, suicidal love monkey by a skinny, blonde-haired white girl (Fay Wray, Jessica Lange, Naomi Watts).  Given this behavioral trend, it is my contention that King Kong would eat Halle Berry.  This troubles me deeply and I wanted to share it with you."
"Oct 13th, 2008","CHUCK LORRE PRODUCTIONS, #221     <br/><br/> We have once again arrived at a moment in history where the truth can be defined as ""that which you can make other people believe.""  The methodology for creating that belief is repetition.  Say something enough times and it becomes, for millions of people, the truth. I am endowed like a stallion.  This is why control of the media equals control of the populace. I am endowed like a stallion. And also why a state run television news channel is so very dangerous. I am endowed like a stallion.  Now there are those who would argue this has already happened and that a certain cable news channel is actually a covert extension of our government. I am endowed like a stallion. The fact that the channel is run by a high-ranking party official, an anchor person from the channel became a White House spokesman, and another top-ranking party official became an on-air news commentator is often used to make this argument. I am endowed like a stallion.  Of course, this fact would be entirely inconsequential if the oft-repeated falsehoods they attempt to imbed into the Zeitgeist were simply amusing, or at worst, inane.  I am endowed like a stallion. But, unfortunately, that is not the case. I am endowed like a stallion.  The heavy repetition of lies and smears for political gain are by no means inconsequential. I am endowed like a stallion. Which is why each and every one of us must use whatever resources we have at our disposal to disseminate the actual truth. I am endowed like a pony."
"Oct 6th, 2008","CHUCK LORRE PRODUCTIONS, #218     <br/><br/> Starting a family when you're young is tough sledding.  I know.  I did it.  And without a sled.  Heck, without snow!  Which is why I am hereby offering Levi Johnston $100,000 to help him and his lovely young bride-to-be, Bristol, get started.*  Levi, if you're reading this, please know that all I'm asking for in return is an opportunity to sit and talk with you in a casual, private setting (I'll happily supply the beer).  My reason for wanting to do this is simple: I'm a comedy writer and I get the feeling you have some funny stories to tell. In addition, if the video of our conversation should generate any income, I will not only split the profits with you, I will also donate my share to the charity of your choice (is there a foundation for children with hockey-related head injuries?).  Anyway, Levi, I look forward to hearing from you.  And no matter what your decision is, always remember, I'm pulling for you, dude.  <br/><br/> P.S. Don't listen to your friends, you look good in a suit. <br/><br/> P.S.S. See if Bristol is open to having two more kids.  If so, you can call the last one ""Hat Trick.""  How cool would that be?<br/><br/> *Offer expires at midnight, November 3rd."
"Oct 6th, 2008","CHUCK LORRE PRODUCTIONS, #219     <br/><br/> On a recent trip to Las Vegas I watched a grim, beer-bellied man row a gondola filled with tourists through the ""canals of Venice.""   This was his job.  At some point he had to have filled out an application and undergone an interview process to determine if he had the necessary skills to be a pretend gondolier eight hours a day, five days a week. As he glided past me I found myself imagining him walking into his house at the end of a long day, tossing his keys into the cheap ceramic bowl by the front door and sadly calling out to his wife, ""I'm home.""  To which she would cheerfully respond, ""How was work today, sweetie?"" But instead of saying ""fine,"" which was how he answered that question every other day, he paused and considered the days' events, and all the events that had led him to this point in his life.  Then he crossed to the hall closet, took down a shoe box from the hat shelf, removed a small caliber pistol that he'd bought for home protection, and immediately blew his brains out all over the badly framed photograph of him rowing Barry Manilow. Waking from my brief reverie, I found myself suddenly filled with compassion and respect for this stranger of the inland sea. Compassion for his quiet desperation.  And respect that he chose not to take his cheerful wife with him.  <br/><br/> I don't know about you, but Vegas always does this to me."
"Sep 29th, 2008","CHUCK LORRE PRODUCTIONS, #217           <br/><br/>CENSORED<br/><br/><br/><br/>Tonight's vanity card is about censorship. It was censored. As always, you know where to look.<br/><br/><br/><br/> <br/><br/> View the censored 217"
"Sep 29th, 2008","CHUCK LORRE PRODUCTIONS, #216           <br/><br/>A MESSAGE TO MY DISCIPLES From the deathless guru Swami Shamalamadingdong<br/><br/> In my former incarnation, I passed beyond the state of sabikalpa samadhi into the rapturous bliss of nirbikalpa amadhi.  Shortly thereafter, at the age of three hundred and four, I let go of my body and released my consciousness into the swirl of the infinite, uniting with the Primal Divine.  In 1952 my essence reincarnated into a blue-collar Jewish family on Long Island.  Since then I have dropped out of college, dropped a lot of acid, smoked a bunch of reefer, gargled with bourbon, divorced twice and am currently not talking with my sister (not my fault, honest).  So, now that you're all caught up, I need to ask, why have you not come to find me, oh faithful disciples?  Wasn't that the plan?  Well, no biggie.  Holy water under the bridge (heh, heh, heh). I just wanted you to know I'm currently in L.A writing and producing sitcoms.  Feel free to drop by and worship in the ol' radiance.  Maybe we can even start a religion. I could sure use the tax break. Thursdays are a little tough because of editing and preshoots, but Friday before the audience show can probably work (after my nap, please). Call my loyal assistant Mona and ask for a drive-on. Please don't tell her I'm a perfectly realized spiritual being. She's not ready to hear the truth which is why, out of kindness, your swami pretends to be a pampered, grouchy schmuck."
"Sep 22nd, 2008","CHUCK LORRE PRODUCTIONS, #214           <br/><br/>We confuse naming a thing with knowing it. For instance, how does one know a chair?  Well, what is a chair?  Is it the word?  The sound, ""chair?""  The image in your mind of four legs, a seat and a back?  Or is it wood from a tree that sprouted into existence from a seed that has travelled from tree to tree for millions of years, each tree's survival dependent upon a fragile ecological balance, a perfect blend of minerals, sunlight, weather, and, ultimately, sub-atomic particles that have been zipping around since the birth of the universe?  Add to that the billions of years and infinite forces essential to creating the conditions needed for human beings to exist, cut down the tree, haul it to a mill, carve it into smaller pieces, send it to a chair factory, shape it into a chair, ship it to a store, purchase it, stick it in an SUV and drive it home so that an equally complex ass can sit on it, and you begin to know a chair.  In other words, when we truly look deeply into the one thing, we see it is, in fact, the all, and, of course, contained within the all, is the one thing.  Which is why I never get upset about winning or losing an Emmy. How can I?  I am an Emmy.  Right now Tina Fey is sitting at home clutching me to her relatively ample bosom.  Feels good."
"Sep 22nd, 2008","CHUCK LORRE PRODUCTIONS, #215           <br/><br/>*Mr. Misogyny's Tips For Breaking Through  the Glass Ceiling <br/><br/> SHRILL BAD, DUSKY GOOD: No man can happily work or vote for a woman whose voice sounds like a mom or wife yelling at him.  Whether running a Fortune Five Hundred company or running for office, women should practice speaking like Kathleen Turner in Body Heat. (If you have small children present, rent Who Framed Roger Rabbit and check out Jessica Rabbit.) POWER WORDS: Down through the ages there have been secret words and phrases that a select group of women have known and used to give them control over men. Use them wisely and you'll be on the other side of that glass ceiling before you know it.  A short list includes: panties, huge, amazing and ""anything you want, just hurry.""  For increased effectiveness, say these power words like Kathleen Turner. BOOBS: If you got' em, flaunt' em.  If you don't got' em, buy' em.  (CAUTION: This will cause other women to hate you.  Do not despair. Once you and your terrific rack are running things, you can fire the jealous bitches.) POLITICALLY CORRECT FLIRTING: There is no such thing.  That being said, if, by subtle words or actions, you can make a man feel sexually viable, he will act like a fool and you can steal his job.  If you think that's cruel, you're not ready to break through the glass ceiling and should instead consider marrying a fat guy with hedge fund money and a history of confusing his erection pills with his heart medication.    <br/><br/> * The views and opinions of Mr. Misogyny  are not endorsed, held, or shared by Chuck Lorre Productions, Chuck Lorre, anyone who works for Chuck Lorre, or any of his friends, neighbors and relatives."
"May 19th, 2008","CHUCK LORRE PRODUCTIONS, #213           <br/><br/>Tonight's show ends our fifth season.  It's hard to believe that when we began I was thirty-eight years old, could bench press two hundred and sixty pounds, run a four minute mile, calculate pi to eighty decimals in my head, kick a fifty yard field goal into a stiff head wind, hit a ninety mile an hour curve ball, play scratch golf from the gold tees, sing like Ray Charles, write like Philip Roth, make love like a jackhammer that's not afraid to share its feelings, and dance the fandango.  But hey, isn't suspension of disbelief what this business is all about?  Anyway, the point of this card was not to wax nostalgic for a me that is hopefully thriving in an alternate universe. The point was to express my gratitude to everyone who made time in their busy lives to watch Two and a Half Men.  Your loyalty and support is something we never take for granted.  Please know that our sole intention has always been to create laughter, never to offend.  It is on this basis, and this basis alone, that I am constantly defending jokes to the CBS censor  (a lovely, sweet-tempered lady who regularly proves that people of color can blush).  Although to be completely honest, in tonight's season finale, Evelyn's line to her handsome young beau as to which movie to see at a multiplex, ""You pick darling, you're the one who'll be facing the screen,"" kind of offends me.  Where's a blushing censor when you need one?"
"May 19th, 2008","CHUCK LORRE PRODUCTIONS, #212           I believe that the voices of fear, both from without and within, can only be dispelled by trusting the voice that comes from the heart. Be still and listen to it. If it speaks of love and compassion for others, for the world itself, it just might be the voice of God -- or a reasonable facsimile. If, however, it snarls with fear of the unknown, fear of losing what you have or of not getting what you want, then it just might be the voice of Rupert Murdoch -- or a reasonable facsimile."
"May 12th, 2008","CHUCK LORRE PRODUCTIONS, #210           <br/><br/>I believe that in order to walk through grief, fear, loneliness, despair, confusion and anger without recourse to drugs, alcohol, over-eating, over-sexing, or the endless mind-numbing distractions provided by Western culture, one must become a spiritual warrior. I further believe that the pay-off for enduring suffering, for soberly embracing the inevitable bouts of emotional pain that life brings, is wisdom and serenity in the face of calamity.  But make no mistake here, the path of the warrior is treacherous and cannot be walked alone. To survive, he must have brothers and sisters-in-arms to carry him when he buckles.  When we lived and died in small tribes, this principle of mutually supporting one another through the trials of life was deeply woven into the fabric of the group mind. With the advent of towns and cities we were forced to  live with the daily dilemma of being desperately alone and yet desperately needing one another. Which is why we are, by design, always seeking new tribes.  With that in mind, I humbly offer a simple guideline to evaluate the efficacy of any tribe you might encounter on your path to becoming a spiritual warrior: if they ask for your money or access to your crotch, run away.  If they ask for your money, smile unceasingly, never blink, and guarantee to make you a demi-god, running away will not suffice. Change your mailing address and briefly reconsider drugs, alcohol, food, sex and TV."
"May 12th, 2008","CHUCK LORRE PRODUCTIONS, #211           <br/><br/>When I began writing these vanity cards, I never in my wildest dreams imagined that one day they would be the subject of an extensive article in The Wall Street Journal (or as I like to call it, The Depressingly Inevitable Next Step Toward the End of a Free Press in America, Thanks a Lot Rupert, Journal). But I digress into a bitter diatribe on the profit-fueled degradation of journalism that spells the end of any hope for rational debate in this country from my initial point -- which is, gratitude for all the attention my cards are receiving. I mean, let's face it, a vanity card, by definition, is merely an exercise in personal vanity.  The truly legitimate production card at the end of each episode belongs to the Warner Brothers Corporation.  They're the monolithic, multi-tiered, entirely un-integrated, boy-did-we-make-a-colossal-boo-boo-with-AOL entity which owns the facility we shoot in, deficit-finances production, distributes the shows around the world, and most importantly, maintains the shaky book-keeping necessary to hide the profits while blowing a fortune on Speed Racer.  But once again, I digress. I should also add that I am aware and deeply appreciative of the blogging that goes on around my cards.  I do occasionally lurk at various web sites to see what folks are saying. I enjoy the discourse while  simultaneously feeling a deep, nagging fear that any of these people might someday learn my home address."
"May 5th, 2008","CHUCK LORRE PRODUCTIONS, #208           <br/><br/><br/><br/>click to play"
"May 5th, 2008","CHUCK LORRE PRODUCTIONS, #209           REFLECTIONS ON AN EXPERIMENT, from the writers of ""CSI: Crime Scene Investigation"":Never underestimate the value of feeling stupid.  Year after year, you toil away in your own little corner of the world -- decapitating, eviscerating, electrocuting, suffocating, occasionally squishing Ð- and pretty soon, you've got it all down pat.  You use phrases like ""subdural hematoma"" in casual conversation and laugh when someone mistakes the color of urine fluorescing under an ALS for that of blood.  And then one day, for reasons which can only be explained by some form of mass chemical imbalance, you and several other maniacs decide that it would be fun to rip yourselves from your wombs and visit a very different world, one in which all the arcane knowledge and craft you've carefully accumulated over the course of a career is suddenly and utterly worthless.  A world where the only rule is whether or not it makes you laugh, where actors say exactly what's on the page so it better be funny right down to the syllable, and where puns are the lowest form of humor.  And as you grapple with your fundamental inability to do any of these things particularly well, you realize that you have so much more to learn.  And that's a good thing to be reminded of, at least from time to time.So thank you, Chuck, and Lee, and everybody else at ""Two & A Half Men"" for making us all feel stupid.We look forward to returning the favor this Thursday night at 9."
"Apr 28th, 2008","CHUCK LORRE PRODUCTIONS, #206           <br/><br/>I think we can all agree that the cliche, ""no pain, no gain,"" is a fundamental truth.  When we experience physical pain in the gym, we gain muscles and stamina.  When we endure hardship and sacrifice in order to succeed, we gain a feeling of satisfaction and achievement, not to mention financial rewards. When we truly embrace emotional pain, we gain compassion for the suffering of others, an appreciation for the fleeting nature of things, as well as wisdom and spiritual humility. Every act of birth is an act of pain.  Our very lives are sustained by the suffering and death of plants and animals, who in turn are sustained by other organisms having a very bad day.  That being said, I think we can also agree that this system sucks and needs to be seriously re-jiggered.  Now I'm not saying I have a better approach than this pain/gain thing that's been in place for millions of years -- but that doesn't mean we couldn't start tossing around some ideas.  For instance, why couldn't an infrastructure for life be developed around the theme, ""no dream, no gain?""  Sounds like heaven, right?  Or is dreaming too easy? Would life quickly become complacent and cease to gain?  But then, is gain really that critical? Or is gain the whole point?  Is the fact that life exists at all proof that God or the universe hates complacency? It certainly explains why aboriginal people are constantly being murdered for the sake of ""progress.""  It even explains why HBO went down the toilet."
"Apr 28th, 2008","CHUCK LORRE PRODUCTIONS, #207           <br/><br/>Hey, Chuck, what do all those TV writing credits mean? <br/><br/> I'm glad you asked. The first credit you see on the screen is story editor. It's worth noting that story editors don't edit stories. Their main job is to exist in a constant state of paranoia about being fired because no one sees how brilliant they are. An executive story editor is a story editor with a cool-sounding word added to their title. In order to qualify as a story editor, one must have spent some time as a lowly staff writer. Interestingly, staff writer is the only writing credit that actually has the word ""writer"" in it. It is also the only credit that does not appear on the screen. I'm told that this curious lack of acknowledgement was devised by The Writers' Guild. The writing credit above story editor is co-producer. No aspect of the show is produced by the co-producer. Next up we have producer. Again, nothing about the show is produced by a producer, but if they aren't fired they're pretty much guaranteed becoming a supervising producer. One would think there'd be some supervision or producing at this level. One would be wrong. Climb the ladder another rung and you reach co-executive producer. This is usually a talented writer who has endured years of emotional punishment for creative input, an office with a window, infertility and/or premature baldness. Then there is the consulting producer.  Consulting producers are usually former executive producers who are willing to work for less than their usual fee but don't want anyone to find out. Finally, at the top of the TV food chain, is the executive producer.  The executive producer is either the creator/head writer who will die of a massive heart attack trying  to supervise every aspect of production, a co-executive producer who was conned into dropping the ""co"" from their title in lieu of money, the star, the star's boyfriend, the star's manager, or a former network executive who fell ass backwards into a pot of gold."
"Apr 21st, 2008","CHUCK LORRE PRODUCTIONS, #204           <br/><br/><br/><br/>click to play"
"Apr 21st, 2008","CHUCK LORRE PRODUCTIONS, #205           <br/><br/><br/><br/>click to play"
"Apr 14th, 2008","CHUCK LORRE PRODUCTIONS, #202           <br/><br/>Tonight's story about Sheldon's ego being crushed following his encounter with a young prodigy has its roots in my own life.  Around 1974 I was playing guitar for a living in Miami Beach.  I was twenty-two years old and thought I was really something.  In the parlance of musicians, I felt I had some ""serious chops.""  Nights I played clubs, hotels, and private parties. For a few months I worked in a lounge band on a cruise ship. I even landed a day gig playing acoustic solo stuff at a coffee house in South Beach. That was where a professor from the University of Miami saw me play, dug what I was doing, and invited me to audit his jazz guitar class at the university.  I happily accepted, thinking I might be able to teach the kids a thing or two.  I still remember the first class, me sitting in the back proudly holding my beat-up '64 Fender Strat, while the college students all cradled expensive Gibsons.  Of course, this only made me feel more smug.  I was a working musician.  These were rich kids in a rich school with instruments that daddy bought 'em. But then something happened that would change my life forever.  A painfully shy, sixteen year old boy walked into the room.  He could barely speak nor make eye contact with anyone, seemed dwarfed by his big jazz guitar, and was ludicrously introduced as a visiting professor to the university. His name was Pat Metheny.  I'll never forget how I felt when he began to play.  It was an imploding feeling, like the kind you get when your ego is being demolished like an old Vegas casino.  Thankfully, the feeling was accompanied by a soft, reassuring voice in my head that whispered, ""Find work in television, nobody's a prodigy there.""  Thirteen years later I listened to that voice (I may have been deluded, but I was no quitter).  Oh, and Pat, if you happen to read this... thank you."
"Apr 14th, 2008","CHUCK LORRE PRODUCTIONS, #203           <br/><br/>WHAT I'M LOOKING FOR<br/><br/>He or she should know the difference between Shiites and Shinola...and Sunnis, too.<br/><br/> Whether it's true or not, he or she should not brag about taking their child into a sniper zone.  <br/><br/> He or she should avoid religious leaders who wear dashikis.<br/><br/> He or she should be forgiving when it comes to adultery.<br/><br/> He or she's favorite movie should not be The Manchurian Candidate.  <br/><br/> If he or she dumped their first spouse for a rich broad who owns a liquor company, they should promote this aspect of their resume.  They're my kind of guy... or gal."
"Mar 31st, 2008","CHUCK LORRE PRODUCTIONS, #201           <br/><br/>The Four Formless States of Consciousness  in Buddhism<br/><br/> AKASANANTYAYATANA: We become limitless space.<br/><br/> VIJNANANANTYAYATANA: We reach the state of limitless consciousness.<br/><br/> AKINCANYAYATANA: We meditate on the non-distinction between the knower and the known.<br/><br/> NAIVASANJNANASANJNAYATANA: We become the state of neither perception nor non-perception.<br/><br/> Just thought you should know so that when you achieve these states you'll know what to tell your friends."
"Mar 31st, 2008","CHUCK LORRE PRODUCTIONS, #200            <br/><br/>Two hundred vanity cards.  I have now amassed a body of work that can safely be called ""pointlessly unique.""  In the history of literary efforts, there has never been a literary effort quite like this one.  Okay, literary might be pushing it, but I don't think I'm engaging in hyperbole when I say that it's highly unlikely my achievement will ever be duplicated, let alone surpassed.  Why?  Well, most show creators who are awarded the hallowed, second-and-a-half, end-of-episode ""hey everybody, look at me!"" card, have better things to do.  Those that have no life (a goodly number), are simply not compelled to vomit up weekly offerings of painfully personal, petty, mock-metaphysical, self-congratulatory, rage-filled, and regretfully sarcastic essays that occasionally haunt them forever. Sure, non-showrunners can write a weekly essay of no particular value.  But for it to be considered a true vanity card, it must be attached to the ass end of a television show.  And let's keep in mind I've made a lot more shows than vanity cards.  There were many weeks on Dharma & Greg and Two and a Half Men when I was too wasted (mostly in the literary sense) to write something coherent.  Anyway, I wanted to use this momentous card to celebrate my accomplishment because, well...  no one else was jumping up to do it.  Two hundred cards! Boy, oh boy, that is really something... Oh God, I'm so lonely."
"Mar 24th, 2008","CHUCK LORRE PRODUCTIONS, #199            <br/><br/>Tonight's episode was about Charlie being drugged and imprisoned by his stalker, Rose.  In addition, we did jokes about nasal spray being an effective aid for love-making, a young boy's desire to go to a strip bar, a mother cavalierly assuming that her son has some sort of third-world venereal disease, a Korean woman suffocating from the toxic fumes she inhales painting the toe nails of a ""white she-bitch,"" stalking the British Royal Family, a woman holding a man's penis while he urinates, two men being interrupted while defecating, suppositories as a barbiturate delivery system, and finally, a hooker used to purposely transmit a viral infection. But the joke that we could not put in the show tonight, the one comic moment that CBS Broadcast Standards absolutely refused to bend on, was a harmless bit of word play which required the mention of a name-brand hard liquor.  When I asked why, I was told it's against CBS corporate policy.  I desperately wanted a drink."
"Mar 24th, 2008","CHUCK LORRE PRODUCTIONS, #198          Censored!      <br/><br/>Well, wouldn't ya' know it. Just two episodes back from the strike and I've already managed to write a vanity card that is completely unacceptable to the good folks at CBS.  I wasn't trying to offend.  Honest.  I just saw an opportunity to poke some proverbial fun, to knosh on the hand that feeds, if you will.  They were not amused.  If you would like to read my latest exercise in poor judgement, I'm sure you can find it somewhere on that thing we writers were striking to claim dominion over.  Just to be on the safe side, I apologize in advance.  Please know that my aim was only to provoke a bit of gaiety through the judicious use of a little thing I like to call ""the truth.""  Unfortunately, in the television business, the truth rarely sets anyone free.  More often than not, it just pisses them off. <br/><br/>  <br/><br/><br/><br/>View the censored 198"
"Mar 17th, 2008","CHUCK LORRE PRODUCTIONS, #197          <br/><br/>About a year ago I received a phone call from a mid-level CBS exec who began the conversation by saying he wanted to give me a head's up.  Having been in this business a while I knew that ""head's up"" is code for, ""we've decided to screw you, but didn't want you to hear about it from your agent... or urologist.""  In this case the head's up was that CBS was going to stream several episodes of Two and a Half Men on their web site. When I asked how they intended to pay the writers, actors and directors of those episodes, I was told that the streaming was considered ""promotional,"" therefore no residuals would be forthcoming. (He didn't really use the word ""forthcoming,"" I just think it's better story-telling if the bad guy is articulate.) I took a moment to let his words sink in, to let the moment play out, if you will. Then, for no reason whatsoever, I switched to a phony southern accent and asked, ""Is there paid advertisin' on that ol' internet site you fellas are runnin'?""  The exec was completely thrown off-balance by the utterly surreal quality of my good ol' boy act and blurted out, ""Yes! I'm sorry! I know it's wrong, don't shoot me, I'm just the messenger!"" (Actually, all he said was ""yes,"" but once again I think good story-telling demands a panicked confession from the running dog of evil corporate bullies.)  Anyhoo, this was the first time I knew a brutal strike was coming -- if you don't count the day, four and a half years ago, when I sat in Patric Verrone's backyard and listened to him lay out his plan to bring justice and fair play to show business."
"Mar 17th, 2008","CHUCK LORRE PRODUCTIONS, #196    <br/><br/> my soul's journey<br/><br/> <br/><br/>1st Aired: 17 Mar 2008"
"Nov 26th, 2007",
"Nov 5th, 2007","CHUCK LORRE PRODUCTIONS, #194       <br/><br/>      I may not have had the best childhood, but I've certainly had the longest.            (anonymous)      "
"Nov 5th, 2007","CHUCK LORRE PRODUCTIONS, #193       <br/><br/><br/><br/>Show of hands, during the climactic, face-scrunching moment of the sex act, how many of you out there sometimes find yourself thinking, ""Gee, I must look pretty silly right about now""?  C'mon, be honest...  Okay, I understand.  This is a little too intimate for a public conversation. How about if we do it this way: If you're alone right now, just nod.  If you're reading this with your sexual partner, simply look at them, smile sheepishly, then, when they smile back, suddenly twist your face into your freakiest orgasm position.  If they laugh, know you're in good company.  Give them a hug, hit the play button on your DVR and watch Two and a Half Men.  If they don't laugh, hit the play button on your DVR, watch Two and a Half Men, then go out and find a new partner."
"Oct 29th, 2007",
"Oct 29th, 2007","CHUCK LORRE PRODUCTIONS, #191<br/><br/> I'm writing this vanity card at six o'clock in the morning on October 18, 2007. It's my birthday. I am fifty-five years old. I have long ago become invisible to young women.  They actually do not see me.  But I am not writing this to complain.  I am at peace with my circumstances.   The blessing of fifty-five is a libido in decline.  The curse of it is that major pharmaceutical companies are successfully exploiting my insecurities. Suddenly that surreal commercial of a silver-haired guy sitting naked in an outdoor bath tub and holding hands with a naked, slightly younger woman in an adjacent tub makes perfect sense (if I had produced that spot I would've have given him a small plasma screen TV so he could watch ESPN during his hang time).  I'm also mesmerized by the commercial featuring middle-aged men gleefully celebrating their ability to drink water and drive long distances (I particularly enjoy that the slightly younger women in that one are turned on knowing that their geezers don't have to urinate frequently).  Anyway, it's my birthday today.  If you'll excuse me, I'm gonna go suck on my bronchitis inhaler so that later today I can blow out the candles without hacking up a lung."
"Oct 22nd, 2007","CHUCK LORRE PRODUCTIONS, #189<br/><br/><br/><br/>Last winter the magazine Entertainment Weekly did a story about me in which I was called ""the angriest man in television.""  When the article came out I shrugged and said things like, ""Oh, it's just a trashy tabloid, it doesn't mean anything.""  But you know what?  That's a lot of crap.  It's taken me ten months to get in touch with my feelings about that article (pretty quick for a guy), and guess what?  I'm angry!  How dare anyone suggest I have no right to feel what I feel?  If you're even barely engaged in this world, anger manifests itself constantly (assuming you're not medicated, which I am not, dammit to hell!).  And let's be totally honest here, anger does a lot of good.  It clenches my stomach muscles into a tight knot so I can look good with my shirt tucked  in.  It adds hours and hours of productivity by keeping me awake until five o'clock in the morning. It's a constant reminder that I should never own a gun.  It makes golf an opportunity to practice my javelin toss.  It fills me with joy every time Lewis Black is on The Daily Show.  It adds sizzle to caffeine. It whispers to me that I'm fine, that I don't need to slow down, and that my cardiologist is an idiot. It keeps people at a healthy distance during flu season (and the rest of the year as well). And finally, it encourages me to use my vanity card to foolishly burn bridges with TV critics.  Hey EW!  Do not screw with me. I've got two vanity cards now, and I'm not afraid to use 'em!  Okay, the sun's coming up, I'm gonna try and get some sleep."
"Oct 22nd, 2007","CHUCK LORRE PRODUCTIONS, #190<br/><br/> Dear fellow comedy writers, As a child of the sixties, I survived being associated with chuck meat, chuck wagons, chucking a ball and a catchy little pop song entitled ""The Name Game"" (""Sally Sally bo-baly, bananna-fanna fo-fally, fee-fi fo-mally, Sally""). Imagine that rhyming pattern with Chuck and then imagine living through the sixth grade.  Later in life I grinned and beared my way through a seemingly endless series of movies about a killer doll named Chucky.  Oh, what joy I felt when friends would gleefully point out billboards announcing the sequels, The Bride of Chucky and The Seed of Chucky.  And now, there is a spate of film and television projects that have brilliantly re-discovered the humorous use of my name.  Beginning with I Now Pronounce You Chuck and Larry, followed by Good Luck Chuck, then a TV series entitled, get ready to laugh, Chuck, a Kelsey Grammer sitcom in which he plays a guy named, get ready to spit milk up through your nose, Chuck Darling, and Pushing Daisies, a supernatural thing which features a pretty female lead named, because it's so damned, freaking funny, Chuck. And if that weren't enough, I recently received a gift of a John Varvatos designer t-shirt inexplicably emblazoned with the phrase Chuck is God.  All of which is why I am respectfully requesting a moratorium on the comedic use of my name.  I know we're too far down the cultural road to go back to using ""Bob,"" but I'm sure if we put our heads together we can find some suitably funny alternatives.  I know it can be done. My first title idea for Dharma & Greg was Dharma & Chuck, but a strong work ethic and a smart writing partner got me past it.  See ya on the picket line!"
"Oct 15th, 2007","CHUCK LORRE PRODUCTIONS, #188<br/><br/><br/><br/>one hundred! <br/><br/><br/><br/>To all of our loyal viewers,  from everyone at Two and a Half Men, a deeply heartfelt thank you for supporting our show."
"Oct 15th, 2007","CHUCK LORRE PRODUCTIONS, #187<br/><br/><br/><br/>Awright, shut up, siddown and listen.  I am da immortal spirit Sheldon Leonard and for da last few years I've been using da body of Chuck Lorre to channel my ideas for new sitcoms.  For da record, he's a stinkin' lousy channel and my ideas are much better than what he's puttin' on television.  Dis is why I am breaking my anonymity.  No matter how specifical I tell da kid what to write, he still manages to cock it up.  Dharma & Greg? What da hell was dat?  I specifically said ""do a show about a queer guy who loves a straight chick, and she loves him back, but they can't, you know, bump uglies.""  But does Lorre listen?  No way Jose. The putz turns it inside out, winds up with hippie chick loves uptight lawyer and then wonders why he can't buy an Emmy. (I did find a writing team to act as a channel for dat pitch, which worked out pretty good, Emmy and cash-wise.)  Anyway, back to Lorre.  Couple years later while he's sleepin', I whisper to him, ""Two brudders inherit a midget.""  Funny, right?  What's Lorre do? You got it. Two and a Half Men.  Gimme a break! Anyway, I decide to give the mook one last chance. While he's under da gas at the dentist, I tell him to do a show about four wise guys and a sexy dame what knows da score.  So what does da knucklehead do? Scientists and a waitress!  It just breaks my heart.  But at least the dope managed to slip my name in dis one.   Now if you'll excuse me, I gotta schlep over to Milton Berle's crypt for a little pinochle with the boys."
"Oct 8th, 2007","CHUCK LORRE PRODUCTIONS, #186<br/><br/><br/><br/>ZEN NOIR<br/><br/> The hardest journey is the one which leads to the truth.  I didn't know that when I began my little midnight ramble. If I had, I probably would've stayed home, drank myself stupid and watched Ferguson until the big nod closed my book for the day.  But there I was, standing outside her house, looking up at her bedroom window while a cold rain whipped me in the face like I'd somehow pissed it off. I could see her kissing him. I could see her as she slowly descended beneath the window frame. I could see him too. He just stood there smiling, like the canary who got eaten by the cat. But then a funny thing happened while I was dancing the voyeuristic bebop in my terribly trendy, bright-green plastic shoes. I found myself thinking that the aching loneliness I was feeling had its roots in something much deeper than being eighty-sixed to a one bedroom efficiency in the marina by a dame who digs deep into the degrading bang-bang in order to make up for an emotionally distant father. No, this was the pain of existential separateness.  The false sense that one is fundamentally apart from people, things, life, the whole damn universe.  In a blinding flash I realized that what I was really experiencing was the result of a life-long indoctrination by a culture which elevates individualism above all else, thus causing a soul-crushing sense of aloneness which demands over and under the counter medication, the constant distraction of sporting events, TV, major motion pictures and a pop-tabloid religion based on celebrity worship/crucifixion.  Of course this epiphany did not deter me from pulling the roscoe out of my fanny pack and going into the house to TC of B. As I crossed up the stairs I could feel my wet tube socks squishing through the little round holes of my polyurethane crocs."
